Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
nitwit_tmp_tmplm098gxz_nit_no_hints_11,['144'],[144],nat,144.0,True,100.0,100%,1,False,,,,nmax := b - 1;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_31,"['44\n76', ' 44']","[76, 44, 44]",void,44.0,True,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_1,"['60', ' 61', ' 62', ' 56']","[60, 61, 62, 56]",void,61.0,True,100.0,100%,4,False,,,,size := size + 1;,False
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_0,['21'],"[20, 21]",int,20.0,False,50.0,Others,2,False,,,,z:= x/(42-y);,False
dafny-synthesis_task_id_266_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,area := 4 * size * size;,False
SENG2011_tmp_tmpgk5jq85q_ass1_ex7_no_hints_0,"['5', ' 6', ' 7']","[5, 6, 7]",void,7.0,True,100.0,100%,3,False,,,,{ indx := indx+step; } // DO NOT CHANGE,False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_8,"['32', ' 34', ' 35', ' 36', ' 38', ' 39', ' 41']","[32, 33, 34, 35, 36, 38, 39, 41]",int,38.0,True,87.5,Others,8,True,0,36,"// FIXED LINE: 
// RUN: %dafny /compile:3 /print:""%t.print","i.val, r := i.val + 1, r + 1;",False
Clover_triple2_no_hints_7,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_3,"['9', ' 11', ' 12', ' 14', ' 15', ' 17']","[9, 10, 11, 12, 14, 15, 17]",int,14.0,True,85.71428571428571,Others,7,True,2,12,,i.val := i.val + 1;,False
dafny-synthesis_task_id_430_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,directrix := k - 1.0 / (4.0 * a);,False
dafny-synthesis_task_id_82_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := 4.0/3.0 * 3.1415926535 * radius * radius * radius;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_0,"['10', ' 13', ' 15', ' 18']","[5, 6, 9, 10, 13, 15, 18, 20]",bool,18.0,True,50.0,Others,8,True,0,10,,p := p + 1;,False
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_23,"['156', ' 157', ' 158', ' 159', ' 164', ' 165', ' 166', ' 149']","[156, 157, 158, 159, 164, 165, 166, 149]",CircularArray,164.0,True,100.0,100%,8,False,,,,q2.size := size + q1.size;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_12,"['64', ' 65']","[64, 65]",void,64.0,True,100.0,100%,2,False,,,,V := V - C + {v};,False
Clover_swap_arith_no_hints_6,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4,False,,,,y := y - x;,False
dafny-synthesis_task_id_264_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,dogYears := 7 * humanYears;,False
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_0,['47'],[47],int,47.0,True,100.0,100%,1,False,,,,val2 := 2 * val;,False
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_1,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,26.0,True,40.0,Others,10,False,,,,j := j+1;,False
dafny-synthesis_task_id_292_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,return a / b;,result := a / b;,False
Clover_triple4_no_hints_1,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y:= x*2;,False
dafny-synthesis_task_id_17_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 4 * side;,False
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_5,['30'],[30],void,30.0,True,100.0,100%,1,False,,,,valor := valor -1 ;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_7,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9,False,,,,i := i+1;,False
cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints_1,"['4', ' 5', ' 6', ' 8']","[4, 5, 6, 7, 8]",int,4.0,True,80.0,Others,5,False,,,,var a:= x+1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_8,"['23', ' 24']","[23, 24]",int_int,23.0,True,100.0,100%,2,False,,,,a := 2 * x;,False
dafny-synthesis_task_id_61_no_hints_1,"['9', ' 10', ' 12', ' 13', ' 15', ' 16', ' 17', ' 21', ' 22']","[9, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23]",int,17.0,True,81.81818181818183,Others,11,False,,,,count := count + 1;,False
dafny-synthesis_task_id_803_no_hints_3,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4,False,,,,i := i + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_9,"['23', ' 24']","[23, 24]",int_int,23.0,True,100.0,100%,2,False,,,,a := 2 * x;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_13,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Function_no_hints_4,['16'],[16],int,16.0,True,100.0,100%,1,False,,,,r:= 3 * x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_11,"['23', ' 24']","[23, 24]",int_int,23.0,True,100.0,100%,2,False,,,,a := 2 * x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_3,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3,False,,,,var y := 2 * x;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_3,['13'],"[10, 11, 12, 13]",int_int,11.0,False,25.0,Others,4,False,,,,r := r - 2*s + 6;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_2,['13'],"[10, 11, 12, 13]",int_int,11.0,False,25.0,Others,4,False,,,,r := r - 2*s + 6;,False
dafny-synthesis_task_id_279_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,decagonal := 4 * n * n - 3 * n;,False
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_1,['32'],"[20, 29, 30, 32, 139, 141, 143, 153]",void,32.0,True,12.5,Others,8,False,,,,"var k := (exp(3,4*(n-1))+9) / 10;",False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_4,['30'],[30],void,30.0,True,100.0,100%,1,False,,,,value := value - 1 ;,False
Clover_triple2_no_hints_13,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,9.0,True,42.85714285714285,Others,7,False,,,,var y:=2*x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_28,"['21', ' 22', ' 23']","[17, 18, 19, 20, 21, 22, 23]",int,22.0,True,42.85714285714285,Others,7,False,,,,var y:= 2 * x;,False
dafny-synthesis_task_id_268_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,star := 6 * n * (n - 1) + 1;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_12,['18'],"[15, 16, 17, 18]",int,18.0,True,25.0,Others,4,False,,,,r := y - 1;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_7,"['106', ' 107']","[106, 107]",nat_nat,107.0,True,100.0,100%,2,False,,,,carry := (n + 1) / b;,False
dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem_no_hints_1,"['70', ' 71']","[70, 71]",void,70.0,True,100.0,100%,2,False,,,,"t, ticket := t[p := ticket], ticket + 1; // map update p to ticket, update ticket",False
Clover_double_quadruple_no_hints_5,"['4', ' 5']","[4, 5]",int_int,5.0,True,100.0,100%,2,False,,,,b := 2 * a;,False
dafny-synthesis_task_id_234_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,volume := size * size * size;,False
dafny-synthesis_task_id_279_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,decagonal := 4 * n * n - 3 * n;,False
dafny-synthesis_task_id_127_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,result := a * b;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_5,['13'],"[10, 11, 12, 13]",int_int,12.0,False,25.0,Others,4,False,,,,s := s - 3;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_7,['34'],[34],void,34.0,True,100.0,100%,1,False,,,,"E := E + {(u, v)};",False
dafny-synthesis_task_id_641_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,number := n * (7 * n - 5) / 2;,False
dafny-synthesis_task_id_17_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 4 * side;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1,True,2,4,"// The program has 2 functions and 2 variables. 
// The program is written in the Dafny programming language using",{return x+1;},False
dafny-synthesis_task_id_171_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 5 * side;,False
dafny-synthesis_task_id_17_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 4 * side;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum_no_hints_3,"['5', ' 6', ' 7', ' 8', ' 9', ' 11']","[5, 6, 7, 8, 8, 9, 10, 11]",int_int,5.0,True,75.0,Others,8,False,,,,s := x+y;,False
703FinalProject_tmp_tmpr_10rn4z_DP-GD_no_hints_24,"['7', ' 9', ' 12', ' 13', ' 14', ' 16', ' 17', ' 18', ' 19', ' 25', ' 26', ' 27', ' 28', ' 30', ' 31', ' 32', ' 34', ' 35']","[7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35]",real_real,32.0,True,81.81818181818183,Others,22,False,,,,t := t+1;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_11,"['50', ' 51']","[50, 51]",void,50.0,True,100.0,100%,2,False,,,,V := V - {v};,False
eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints_0,"['107', ' 111', ' 112']","[107, 109, 111, 112, 114]",void,112.0,True,60.0,Others,5,False,,,,var y' := y - { e };,False
nitwit_tmp_tmplm098gxz_nit_no_hints_23,"['181', ' 182']","[181, 182]",nat_nat,182.0,True,100.0,100%,2,False,,,,carry := (x + y) / b;,False
dafny-synthesis_task_id_606_no_hints_0,['4'],[4],real,4.0,True,100.0,100%,1,False,,,,radians := degrees * 3.14159265358979323846 / 180.0;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_1,"['10', ' 13', ' 15', ' 18']","[5, 6, 9, 10, 13, 15, 18, 20]",bool,18.0,True,50.0,Others,8,False,,,,p := p + 1;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_28,"['76', ' 44\n44']","[44, 76, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_7,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8,True,2,22,,j := j + 1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_4,['13'],"[10, 11, 12, 13]",int_int,12.0,False,25.0,Others,4,False,,,,s := s - 3;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_11,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,100.0,True,100.0,100%,7,False,,,,spine := spine + {n};,False
Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints_4,['24'],[24],int,24.0,True,100.0,100%,1,False,,,,m := (p+q)/2;,False
Clover_triple2_no_hints_5,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_8,['125'],[125],void,125.0,True,100.0,100%,1,False,,,,messages := messages - { m };,False
dafny-synthesis_task_id_626_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,area := radius * radius;,False
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_5,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,28.0,False,40.0,Others,10,False,,,,i := i+1;,False
Clover_avg_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,avg:= (a + b) / 2;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_0,"['38', ' 39', ' 40', ' 41', ' 42', ' 43']","[38, 39, 40, 41, 42, 43]",void,42.0,True,100.0,100%,6,False,,,,footprint := {this} + n.footprint;,False
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_9,[],[],void,118.0,False,0.0,Others,0,False,,,,var k := (z-1) / 2;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_8,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,100.0,True,100.0,100%,7,False,,,,spine := spine + {n};,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_4,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3,False,,,,r := x + y;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_28,"['216', ' 219', ' 220']","[216, 217, 218, 219, 220]",nat_nat,220.0,True,60.0,Others,5,False,,,,carry := (x + y + 1) / b;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_3,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9,False,,,,x := t1 + t2;,False
Clover_triple3_no_hints_7,"['8', ' 9']","[4, 5, 7, 8, 9]",int,9.0,True,40.0,Others,5,False,,,,r:= x+y;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_8,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,30.0,False,50.0,Others,8,False,,,,i := i -1;,False
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_4,"['28', ' 30']","[28, 29, 30, 32]",int_bool,29.0,False,50.0,Others,4,False,,,,z:= x/(42-y);,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_11,['28'],[28],void,28.0,True,100.0,100%,1,False,,,,N := N + 1;,False
Clover_double_quadruple_no_hints_1,"['4', ' 5']","[4, 5]",int_int,4.0,True,100.0,100%,2,False,,,,a := 2 * x;,False
dafny-synthesis_task_id_801_no_hints_5,['12'],"[7, 8, 9, 11, 12, 14, 15]",int,12.0,True,14.285714285714285,Others,7,False,,,,count := count + 1;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_0,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,18.0,False,50.0,Others,8,False,,,,var i := a.Length - 1;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_19,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3,False,,,,a := a + b;,False
Clover_triple3_no_hints_1,"['8', ' 9']","[4, 5, 7, 8, 9]",int,8.0,True,40.0,Others,5,False,,,,var y:=2*x;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_31,"['216', ' 219', ' 220']","[216, 217, 218, 219, 220]",nat_nat,220.0,True,60.0,Others,5,False,,,,carry := (x + y + 1) / b;,False
dafny-synthesis_task_id_801_no_hints_4,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,12.0,True,100.0,100%,7,False,,,,count := count + 1;,False
Clover_triple3_no_hints_4,"['8', ' 9']","[4, 5, 7, 8, 9]",int,9.0,True,40.0,Others,5,False,,,,r:= x+y;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_4,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,14.0,False,11.11111111111111,Others,9,False,,,,y := t1 + t2;,False
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_8,"['73', ' 74', ' 75', ' 80', ' 81', ' 68', ' 78']","[73, 74, 75, 77, 78, 80, 81, 68]",int,75.0,True,87.5,Others,8,False,,,,start := start + 1;,False
dafny-synthesis_task_id_577_no_hints_3,"['13', ' 14']","[13, 14]",int,13.0,True,100.0,100%,2,False,,,,var lastDigit := n % 10;,False
dafny-synthesis_task_id_238_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,count := (|s| * (|s| + 1)) / 2;,False
dafny-synthesis_task_id_139_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,circumference := 2.0 * 3.14159265358979323846 * radius;,False
dafny-synthesis_task_id_59_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,octagonalNumber := n * (3 * n - 2);,False
DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints_7,"['16', ' 17', ' 19', ' 20', ' 22', ' 24', ' 25', ' 29', ' 30']","[16, 17, 19, 19, 20, 22, 22, 23, 24, 25, 27, 28, 29, 30]",real,30.0,True,64.28571428571429,Others,14,False,,,,return temp * temp * x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_36,"['31', ' 32']","[31, 32]",int,31.0,True,100.0,100%,2,False,,,,var y := x / 2;,False
dafny-synthesis_task_id_801_no_hints_8,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,100.0,100%,7,False,,,,count := count + 1;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints_4,"['4', ' 5', ' 6', ' 8', ' 9']","[4, 5, 6, 8, 9]",int_int,9.0,True,100.0,100%,5,False,,,,i := i + 1;,False
eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints_3,"['107', ' 111', ' 112']","[107, 109, 111, 112, 114]",void,112.0,True,60.0,Others,5,False,,,,var y' := y - { e };,False
dafny-synthesis_task_id_581_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,area := baseEdge * baseEdge + 2 * baseEdge * height;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_9,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,57.0,True,31.25,Others,16,False,,,,p:= p +1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_6,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3,False,,,,r := x + y;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_11,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,57.0,True,31.25,Others,16,False,,,,p:= p +1;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_27,"['160', ' 161']","[155, 156, 159, 160, 161]",bool,160.0,True,40.0,Others,5,False,,,,reservedCarPark := reservedCarPark + {car};,False
Clover_triple2_no_hints_15,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,9.0,True,42.85714285714285,Others,7,False,,,,var y:=2*x;,False
dafny-synthesis_task_id_238_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,count := (|s| * (|s| + 1)) / 2;,False
Clover_triple2_no_hints_0,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
Clover_triple3_no_hints_0,"['8', ' 9']","[4, 5, 7, 8, 9]",int,8.0,True,40.0,Others,5,False,,,,var y:=2*x;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_5,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8,True,1,22,,j := j + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_4,"['64', ' 65', ' 67', ' 18']","[64, 65, 15, 67, 18]",void,67.0,True,80.0,Others,5,True,0,67,//buggy line fixed line: //buggy line fixed line:,"ghost var repr := Repr + {this} + {c,d};",False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_16,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3,False,,,,a := a + b;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_8,"['15', ' 16']","[15, 16, 17, 18]",int,16.0,True,50.0,Others,4,False,,,,r := x - 1;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_4,['34'],[34],void,34.0,True,100.0,100%,1,False,,,,"E := E + {(u, v)};",False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_1,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6,False,,,,r := 2*r;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_1,['28'],[28],void,28.0,True,100.0,100%,1,False,,,,N := N + 1;,False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_5,"['21', ' 22', ' 23', ' 25', ' 26', ' 28']","[21, 22, 23, 25, 26, 28]",int,25.0,True,100.0,100%,6,False,,,,i := i + 1;,False
dafny-synthesis_task_id_135_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,hexNum := n * ((2 * n) - 1);,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_1,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,18.0,False,50.0,Others,8,False,,,,var i := a.Length - 1;,False
Clover_multi_return_no_hints_0,"['5', ' 6']","[5, 6]",int_int,5.0,True,100.0,100%,2,False,,,,more := x + y;,False
Clover_triple4_no_hints_0,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y:= x*2;,False
dafny-synthesis_task_id_577_no_hints_0,"['13', ' 14']","[13, 14]",int,13.0,True,100.0,100%,2,True,0,13,var lastDigit := n % 10;,var lastDigit := n % 10;,True
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_8,"['77', ' 80', ' 90', ' 98', ' 99', ' 103', ' 106']","[77, 80, 90, 95, 98, 99, 102, 103, 106]",bool,80.0,True,77.77777777777779,Others,9,False,,,,var n := |str1|-k;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_15,['68'],"[65, 66, 67, 68]",int,68.0,True,25.0,Others,4,False,,,,availableSpaces := (normalSpaces - |carPark|) - badParkingBuffer;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_0,['28'],[28],void,28.0,True,100.0,100%,1,False,,,,N := N + 1;,False
dafny-synthesis_task_id_441_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,area := 6 * size * size;,False
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_1,['47'],[47],int,47.0,True,100.0,100%,1,False,,,,val2 := 2 * val;,False
DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints_3,"['16', ' 17', ' 19', ' 20', ' 22', ' 24', ' 25', ' 29', ' 30']","[16, 17, 19, 19, 20, 22, 22, 23, 24, 25, 27, 28, 29, 30]",real,25.0,True,64.28571428571429,Others,14,False,,,,return temp * temp;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_product_details_no_hints_0,[],"[4, 5, 7, 9, 11, 13, 15, 17, 18, 19, 22]",nat,18.0,False,0.0,Others,11,False,,,,res := res+1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_19,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,False,,,,"var a, b := 2 * x, 4 * x;",False
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_3,['47'],[47],int,47.0,True,100.0,100%,1,False,,,,val2 := 2 * val;,False
dafny-synthesis_task_id_292_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,result := a / b;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_3,"['10', ' 13', ' 15', ' 18']","[5, 6, 9, 10, 13, 15, 18, 20]",bool,18.0,True,50.0,Others,8,False,,,,p := p + 1;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_9,['144'],[144],nat,144.0,True,100.0,100%,1,False,,,,nmax := b - 1;,False
Clover_triple2_no_hints_18,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,10.0,True,42.85714285714285,Others,7,False,,,,r:= x+y;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_7,['30'],[30],void,30.0,True,100.0,100%,1,False,,,,value := value - 1 ;,False
dafny-synthesis_task_id_803_no_hints_1,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4,False,,,,i := i + 1;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_29,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
dafny-exercise_tmp_tmpouftptir_filter_no_hints_2,"['4', ' 5']","[4, 5]",set(char),5.0,True,100.0,100%,2,False,,,,c := setA * b;,False
dafny-synthesis_task_id_80_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,t := n * (n + 1) * (n + 2) / 6;,False
