Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_9,[],[],void,118.0,False,0.0,Others,0
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_8,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,100.0,True,100.0,100%,7
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_4,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3
nitwit_tmp_tmplm098gxz_nit_no_hints_28,"['216', ' 219', ' 220']","[216, 217, 218, 219, 220]",nat_nat,220.0,True,60.0,Others,5
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_3,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9
Clover_triple3_no_hints_7,"['8', ' 9']","[4, 5, 7, 8, 9]",int,9.0,True,40.0,Others,5
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_8,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,30.0,False,50.0,Others,8
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_4,"['28', ' 30']","[28, 29, 30, 32]",int_bool,29.0,False,50.0,Others,4
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_11,['28'],[28],void,28.0,True,100.0,100%,1
Clover_double_quadruple_no_hints_1,"['4', ' 5']","[4, 5]",int_int,4.0,True,100.0,100%,2
dafny-synthesis_task_id_801_no_hints_5,['12'],"[7, 8, 9, 11, 12, 14, 15]",int,12.0,True,14.285714285714285,Others,7
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_0,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,18.0,False,50.0,Others,8
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_19,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3
Clover_triple3_no_hints_1,"['8', ' 9']","[4, 5, 7, 8, 9]",int,8.0,True,40.0,Others,5
nitwit_tmp_tmplm098gxz_nit_no_hints_31,"['216', ' 219', ' 220']","[216, 217, 218, 219, 220]",nat_nat,220.0,True,60.0,Others,5
dafny-synthesis_task_id_801_no_hints_4,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,12.0,True,100.0,100%,7
Clover_triple3_no_hints_4,"['8', ' 9']","[4, 5, 7, 8, 9]",int,9.0,True,40.0,Others,5
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_4,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,14.0,False,11.11111111111111,Others,9
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_8,"['73', ' 74', ' 75', ' 80', ' 81', ' 68', ' 78']","[73, 74, 75, 77, 78, 80, 81, 68]",int,75.0,True,87.5,Others,8
dafny-synthesis_task_id_577_no_hints_3,"['13', ' 14']","[13, 14]",int,13.0,True,100.0,100%,2
dafny-synthesis_task_id_238_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
dafny-synthesis_task_id_139_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
dafny-synthesis_task_id_59_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints_7,"['16', ' 17', ' 19', ' 20', ' 22', ' 24', ' 25', ' 29', ' 30']","[16, 17, 19, 19, 20, 22, 22, 23, 24, 25, 27, 28, 29, 30]",real,30.0,True,64.28571428571429,Others,14
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_36,"['31', ' 32']","[31, 32]",int,31.0,True,100.0,100%,2
dafny-synthesis_task_id_801_no_hints_8,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,100.0,100%,7
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints_4,"['4', ' 5', ' 6', ' 8', ' 9']","[4, 5, 6, 8, 9]",int_int,9.0,True,100.0,100%,5
eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints_3,"['107', ' 111', ' 112']","[107, 109, 111, 112, 114]",void,112.0,True,60.0,Others,5
dafny-synthesis_task_id_581_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_9,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,57.0,True,31.25,Others,16
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_6,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_11,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,57.0,True,31.25,Others,16
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_27,"['160', ' 161']","[155, 156, 159, 160, 161]",bool,160.0,True,40.0,Others,5
Clover_triple2_no_hints_15,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,9.0,True,42.857142857142854,Others,7
dafny-synthesis_task_id_238_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
Clover_triple2_no_hints_0,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.857142857142854,Others,7
Clover_triple3_no_hints_0,"['8', ' 9']","[4, 5, 7, 8, 9]",int,8.0,True,40.0,Others,5
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_5,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_4,"['64', ' 65', ' 67', ' 18']","[64, 65, 15, 67, 18]",void,67.0,True,80.0,Others,5
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_16,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_8,"['15', ' 16']","[15, 16, 17, 18]",int,16.0,True,50.0,Others,4
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_4,['34'],[34],void,34.0,True,100.0,100%,1
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_1,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_1,['28'],[28],void,28.0,True,100.0,100%,1
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_5,"['21', ' 22', ' 23', ' 25', ' 26', ' 28']","[21, 22, 23, 25, 26, 28]",int,25.0,True,100.0,100%,6
dafny-synthesis_task_id_135_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_1,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,18.0,False,50.0,Others,8
Clover_multi_return_no_hints_0,"['5', ' 6']","[5, 6]",int_int,5.0,True,100.0,100%,2
Clover_triple4_no_hints_0,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2
dafny-synthesis_task_id_577_no_hints_0,"['13', ' 14']","[13, 14]",int,13.0,True,100.0,100%,2
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_8,"['77', ' 80', ' 90', ' 98', ' 99', ' 103', ' 106']","[77, 80, 90, 95, 98, 99, 102, 103, 106]",bool,80.0,True,77.77777777777779,Others,9
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_15,['68'],"[65, 66, 67, 68]",int,68.0,True,25.0,Others,4
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_0,['28'],[28],void,28.0,True,100.0,100%,1
dafny-synthesis_task_id_441_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_1,['47'],[47],int,47.0,True,100.0,100%,1
DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints_3,"['16', ' 17', ' 19', ' 20', ' 22', ' 24', ' 25', ' 29', ' 30']","[16, 17, 19, 19, 20, 22, 22, 23, 24, 25, 27, 28, 29, 30]",real,25.0,True,64.28571428571429,Others,14
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_product_details_no_hints_0,[],"[4, 5, 7, 9, 11, 13, 15, 17, 18, 19, 22]",nat,18.0,False,0.0,Others,11
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_19,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.857142857142854,Others,7
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints_3,['47'],[47],int,47.0,True,100.0,100%,1
dafny-synthesis_task_id_292_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_3,"['10', ' 13', ' 15', ' 18']","[5, 6, 9, 10, 13, 15, 18, 20]",bool,18.0,True,50.0,Others,8
nitwit_tmp_tmplm098gxz_nit_no_hints_9,['144'],[144],nat,144.0,True,100.0,100%,1
Clover_triple2_no_hints_18,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,10.0,True,42.857142857142854,Others,7
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_7,['30'],[30],void,30.0,True,100.0,100%,1
dafny-synthesis_task_id_803_no_hints_1,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_29,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3
dafny-exercise_tmp_tmpouftptir_filter_no_hints_2,"['4', ' 5']","[4, 5]",set(char),5.0,True,100.0,100%,2
dafny-synthesis_task_id_80_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1
dafny-synthesis_task_id_61_no_hints_0,"['9', ' 10', ' 12', ' 13', ' 15', ' 16', ' 17', ' 21', ' 22']","[9, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23]",int,17.0,True,81.81818181818183,Others,11
Clover_triple2_no_hints_3,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.857142857142854,Others,7
dafny-synthesis_task_id_233_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1
dafny-synthesis_task_id_14_no_hints_3,['7'],[7],int,7.0,True,100.0,100%,1
dafny-synthesis_task_id_276_no_hints_2,['6'],[6],real,6.0,True,100.0,100%,1
cs686_tmp_tmpdhuh5dza_classNotes_notes-9-8-21_no_hints_1,"['53', ' 55', ' 56', ' 62', ' 63', ' 60']","[53, 55, 56, 59, 60, 62, 63]",bool_int,62.0,True,85.71428571428571,Others,7
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_0,['22'],[22],void,22.0,True,100.0,100%,1
703FinalProject_tmp_tmpr_10rn4z_DP-GD_no_hints_20,"['7', ' 9', ' 12', ' 13', ' 14', ' 16', ' 17', ' 18', ' 19', ' 25', ' 26', ' 27', ' 28', ' 30', ' 31', ' 32', ' 34', ' 35']","[7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35]",real_real,31.0,True,81.81818181818183,Others,22
SENG2011_tmp_tmpgk5jq85q_ass1_ex7_no_hints_3,"['5', ' 6', ' 7']","[5, 6, 7]",void,7.0,True,100.0,100%,3
nitwit_tmp_tmplm098gxz_nit_no_hints_4,"['106', ' 107']","[106, 107]",nat_nat,107.0,True,100.0,100%,2
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_0,['23'],[23],void,23.0,True,100.0,100%,1
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_4,"['28', ' 29']","[28, 29]",int_int,29.0,True,100.0,100%,2
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_4,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,51.0,False,31.25,Others,16
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_7,"['28', ' 29']","[28, 29]",int_int,29.0,True,100.0,100%,2
dafny-synthesis_task_id_85_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
dafny-synthesis_task_id_801_no_hints_11,['15'],"[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,14.285714285714285,Others,7
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_12,"['23', ' 24']","[23, 24]",int_int,24.0,True,100.0,100%,2
dafny-synthesis_task_id_452_no_hints_3,"['5', ' 6']","[5, 6, 7, 8]",int,6.0,True,50.0,Others,4
dafny-synthesis_task_id_586_no_hints_2,"['6', ' 7', ' 8']","[6, 7, 8]",seq(int),8.0,True,100.0,100%,3
dafny-synthesis_task_id_233_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details_no_hints_1,['4'],[4],int,4.0,True,100.0,100%,1
dafny-synthesis_task_id_801_no_hints_0,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,9.0,True,100.0,100%,7
703FinalProject_tmp_tmpr_10rn4z_gaussian_no_hints_4,"['9', ' 10', ' 11', ' 12', ' 13', ' 14', ' 17', ' 18', ' 19', ' 20']","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",array(real),20.0,True,90.9090909090909,Others,11
se2011_tmp_tmp71eb82zt_ass1_ex6_no_hints_3,['5'],[5],nat,5.0,True,100.0,100%,1
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_16,"['85', ' 86']","[82, 83, 84, 85, 86]",bool,85.0,True,40.0,Others,5
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_1,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12
Clover_triple2_no_hints_9,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,7.0,True,42.857142857142854,Others,7
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_19,"['85', ' 86']","[82, 83, 84, 85, 86]",bool,85.0,True,40.0,Others,5
dafny-synthesis_task_id_574_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1
nitwit_tmp_tmplm098gxz_nit_no_hints_12,['165'],"[157, 165]",nat,165.0,True,50.0,Others,2
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_24,"['160', ' 161']","[155, 156, 159, 160, 161]",bool,160.0,True,40.0,Others,5
Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints_5,['24'],[24],int,24.0,True,100.0,100%,1
Clover_update_array_no_hints_3,"['8', ' 9']","[8, 9]",void,8.0,True,100.0,100%,2
dafny-synthesis_task_id_452_no_hints_2,"['5', ' 6']","[5, 6, 7, 8]",int,6.0,True,50.0,Others,4
Clover_swap_arith_no_hints_3,"['9', ' 10']","[6, 8, 9, 10]",int_int,8.0,False,50.0,Others,4
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_0,"['9', ' 12', ' 17', ' 24']","[6, 9, 12, 17, 20, 24, 27]",bool,24.0,True,57.14285714285714,Others,7
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_0,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9
