Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Total_Lines_Num,Category,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
Dafny-Practice_tmp_tmphnmt4ovh_Pattern Matching_28,"['156', ' 161']","[156, 161, 164, 173, 175, 176]",void,156.0,True,33.33333333333333,6,Others,False,,,,ghost var temp_val := old_text_hash + text[i - 1 + |pattern|] as int;,False
Dafny_tmp_tmp0wu8wmfr_tests_SumIntsLoop_1,"['18', ' 24', ' 25']","[16, 17, 18, 24, 25]",int,24.0,True,60.0,5,Others,False,,,,k := k+1;,False
Correctness_tmp_tmpwqvg5q_4_Sorting_Tangent_4,"['81', ' 83', ' 93', ' 111', ' 112', ' 113', ' 114', ' 115', ' 116', ' 118', ' 122']","[81, 83, 93, 111, 112, 113, 113, 114, 115, 115, 116, 117, 118, 122]",int,93.0,True,78.57142857142857,14,Others,True,0,93,var mid := (lo + hi) / 2; //buggy line,var mid := (lo + hi) / 2;,True
DafnyPrograms_tmp_tmp74_f9k_c_automaton_20,"['33', ' 35', ' 36', ' 38', ' 58', ' 61', ' 63', ' 76', ' 77', ' 79', ' 81', ' 82', ' 83', ' 86']","[33, 35, 36, 38, 58, 60, 61, 63, 76, 77, 79, 81, 82, 83, 86]",seq(seq(bool)),83.0,True,93.33333333333331,15,Others,True,0,83,index := index + 1;,index := index + 1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_52,"['218', ' 223', ' 224']","[216, 217, 218, 223, 224]",int_int,224.0,True,60.0,5,Others,True,0,224,q := q + 1; //buggy line,q := q + 1;,True
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_12,"['99', ' 100', ' 102', ' 103', ' 108', ' 109', ' 110', ' 112', ' 114', ' 116']","[99, 100, 102, 103, 108, 109, 110, 112, 114, 116]",bool,102.0,True,100.0,10,100%,True,0,102,var i := |str1| - k;,var i := |str1| - k;,True
Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_7,"['10', ' 11', ' 13', ' 18', ' 19', ' 20', ' 35']","[10, 11, 13, 16, 18, 19, 20, 21, 26, 28, 29, 32, 35]",int,32.0,False,53.84615384615385,13,Others,True,1,11,if (row == 0) { return 0; } else { count := 0; },i := i + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_FindPivotIndex_21,"['116', ' 117', ' 118', ' 121', ' 128', ' 130', ' 131', ' 143', ' 147', ' 148', ' 151', ' 154', ' 156']","[116, 117, 118, 121, 128, 130, 131, 142, 143, 147, 148, 151, 154, 156]",int,154.0,True,92.85714285714286,14,Others,True,0,154,i := i + 1; //buggy line,i := i + 1;,True
dafny-duck_tmp_tmplawbgxjo_p4_9,"['12', ' 13', ' 15', ' 16', ' 18', ' 25', ' 26', ' 27', ' 30', ' 32', ' 38', ' 39', ' 40']","[12, 13, 15, 16, 18, 25, 26, 27, 30, 32, 38, 39, 40]",array(int),27.0,True,100.0,13,100%,True,0,27,index := index + 1;,index:= index+1;,True
Clover_array_concat_0,"['6', ' 7', ' 8', ' 12', ' 13']","[6, 7, 8, 12, 13]",array(int),13.0,True,100.0,5,100%,True,0,13,i := i + 1; //buggy line,i:=i+1;,True
Software-Verification_tmp_tmpv4ueky2d_Valid Palindrome_valid_panlindrome_3,"['5', ' 7', ' 8', ' 12', ' 14', ' 17', ' 20']","[5, 7, 8, 12, 14, 17, 20]",bool,17.0,True,100.0,7,100%,True,0,17,i := i + 1;,i := i + 1;,True
cs357_tmp_tmpn4fsvwzs_lab7_question5_12,"['20', ' 21', ' 31', ' 35', ' 36']","[19, 20, 21, 22, 26, 27, 29, 30, 31, 35, 36]",int,36.0,True,45.45454545454545,11,Others,True,0,36,n := n - 1;,n:= n - 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_4,"['41', ' 42', ' 43', ' 49', ' 50', ' 51', ' 52', ' 55', ' 56']","[41, 42, 43, 49, 50, 51, 51, 52, 53, 54, 55, 56]",void,50.0,True,75.0,12,Others,True,0,50,i := i + 1; //buggy line,i := i+1;,True
SENG2011_tmp_tmpgk5jq85q_flex_ex1_4,"['17', ' 20', ' 21']","[15, 16, 17, 20, 21]",int,21.0,True,60.0,5,Others,True,0,21,i := i + 1;,i := i + 1;,True
Software-Verification_tmp_tmpv4ueky2d_Best Time to Buy and Sell Stock_best_time_to_buy_and_sell_stock_2,"['6', ' 7', ' 9', ' 10', ' 15', ' 16', ' 18', ' 20', ' 21', ' 24']","[6, 7, 9, 10, 15, 16, 18, 20, 21, 24]",int,21.0,True,100.0,10,100%,True,0,21,max_profit := price - min_price;,max_profit := price - min_price;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_19,"['113', ' 119', ' 120']","[109, 110, 111, 112, 113, 119, 120]",nat,119.0,True,42.85714285714285,7,Others,True,1,119,"c, k, m := c + k, k + m, m + 6;","c, k, m := c + k, k + m, m + 6;",True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_4,"['11', ' 12', ' 13', ' 14', ' 15', ' 17', ' 22', ' 23', ' 26', ' 31', ' 32', ' 34', ' 36', ' 40', ' 42', ' 43', ' 44', ' 57', ' 45', ' 46', ' 47', ' 49', ' 50', ' 51', ' 53', ' 54']","[11, 12, 13, 14, 15, 17, 22, 23, 26, 31, 32, 34, 36, 40, 41, 42, 42, 43, 44, 45, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 57]",void,32.0,True,83.87096774193549,31,Others,True,0,32,z := z + 1; //buggy line,z := z +1;,True
Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_17,"['46', ' 51']","[45, 46, 51, 52, 58, 60, 62, 64]",void,62.0,False,25.0,8,Others,False,,,,j := j + 1;,False
dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2_4,"['11', ' 12', ' 14', ' 19', ' 20', ' 22', ' 23', ' 24', ' 25', ' 27', ' 31']","[11, 12, 14, 19, 20, 22, 23, 24, 24, 25, 26, 27, 28, 31]",int,23.0,True,78.57142857142857,14,Others,True,0,23,low := mid + 1; //buggy line,low := mid + 1;,True
MIEIC_mfes_tmp_tmpq3ho7nve_exams_special_20_p5_4,"['32', ' 33']","[22, 23, 30, 31, 32, 32, 33, 33, 34, 34, 37]",int,32.0,True,18.181818181818183,11,Others,False,,,,case a[mid] < x => low := mid + 1;,False
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_40,"['230', ' 231', ' 236', ' 237', ' 243', ' 245']","[230, 231, 236, 237, 243, 243, 245]",void,243.0,True,85.71428571428571,7,Others,True,0,243,"dst[m,n] := src[m,n]; n := n + 1;","dst[m,n] := src[m,n]; n := n + 1;",True
Clover_remove_front_0,"['7', ' 11', ' 12']","[5, 6, 7, 11, 12]",array(int),12.0,True,60.0,5,Others,False,,,,i:=i+1;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack_8,"['96', ' 97', ' 103', ' 104', ' 106']","[96, 97, 103, 104, 106]",void,104.0,True,100.0,5,100%,True,0,104,i := i + 1; //buggy line,i := i + 1;,True
MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_7,"['10', ' 11', ' 14', ' 18', ' 20', ' 21']","[10, 11, 14, 18, 20, 21]",nat,20.0,True,100.0,6,100%,True,0,20,i := i + 1;,i := i + 1;,True
Clover_cal_sum_1,"['7', ' 11', ' 12']","[5, 6, 7, 11, 12]",int,11.0,True,60.0,5,Others,True,0,11,n := n + 1;,n := n + 1;,True
AssertivePrograming_tmp_tmpwf43uz0e_Find_Substring_0,"['23', ' 27', ' 32', ' 38', ' 46', ' 48', ' 49', ' 51', ' 56', ' 58', ' 66', ' 81', ' 97', ' 24', ' 28']","[23, 24, 27, 27, 28, 31, 32, 38, 46, 48, 49, 51, 56, 58, 62, 66, 81, 92, 97]",bool_nat,32.0,True,78.94736842105263,19,Others,False,,,,"found, i := false, |str2|-1;",False
Clover_reverse_0,"['5', ' 6', ' 11', ' 12']","[5, 6, 11, 12]",void,12.0,True,100.0,4,100%,True,0,12,i := i + 1;,i := i + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_7,"['14', ' 15', ' 16', ' 17', ' 25', ' 26']","[14, 15, 16, 17, 18, 24, 25, 26, 27, 27, 28]",int_int,24.0,False,54.54545454545454,11,Others,False,,,,"t, n := t + a[n], n + 1;",False
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci_10,"['28', ' 30', ' 31', ' 32', ' 33', ' 38', ' 39']","[28, 28, 29, 30, 31, 32, 33, 38, 39]",nat,38.0,True,77.77777777777779,9,Others,False,,,,"fant, f := f, fant + f;",False
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_0,"['24', ' 30', ' 31']","[22, 23, 24, 30, 30, 31]",int,31.0,True,50.0,6,Others,True,0,31,j := j + 1;,j := j + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople_48,"['69', ' 70', ' 71', ' 72', ' 73', ' 74', ' 75', ' 76', ' 85', ' 86', ' 88', ' 90', ' 93', ' 94', ' 97', ' 98', ' 99', ' 100', ' 102', ' 113', ' 104', ' 106', ' 107', ' 109', ' 110']","[69, 70, 71, 72, 73, 74, 75, 76, 85, 86, 88, 90, 93, 94, 96, 97, 98, 99, 100, 102, 103, 104, 106, 107, 109, 110, 113]",nat,113.0,True,92.5925925925926,27,Others,True,0,113,lower := lower + 1;,lower := lower + 1;,True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_7,"['40', ' 42', ' 45', ' 47', ' 51']","[40, 42, 45, 47, 49, 51]",void,51.0,True,83.33333333333334,6,Others,True,1,51,wr := wr + 1;,wr := wr + 1;,True
bbfny_tmp_tmpw4m0jvl0_enjoying_16,"['84', ' 85', ' 86', ' 87', ' 93', ' 94']","[84, 85, 86, 87, 93, 93, 93, 94]",int,94.0,True,75.0,8,Others,True,0,94,j := j + 1;,j := j+1;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_13,['33'],"[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,25.0,False,4.761904761904762,21,Others,True,0,25,if a[k+31] < x  { k := k + 32;  } //buggy line,if a[k+31] < x  { k := k+32;  },True
Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square_3,"['12', ' 17', ' 18', ' 19']","[5, 6, 8, 9, 10, 12, 17, 18, 19]",int,17.0,True,44.44444444444444,9,Others,True,0,17,r := r + x;,r := r + x;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum_7,[''],"[12, 13, 14, 15, 23, 27, 33]",int,27.0,False,0.0,7,Others,False,,,,k := k-1;,False
dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_25,"['65', ' 66', ' 77']","[57, 58, 59, 63, 65, 66, 67, 67, 68, 69, 71, 74, 75, 76, 77]",int,68.0,False,20.0,15,Others,False,,,,high := mid - 1;,False
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6_7,"['42', ' 49', ' 50', ' 51', ' 54']","[39, 40, 42, 49, 50, 50, 51, 51, 51, 54]",nat_nat,50.0,True,50.0,10,Others,False,,,,if s[i] != u[i] && u[i] in s {c:= c + 1;},False
Clover_only_once_3,"['4', ' 5', ' 6', ' 7', ' 12', ' 14', ' 16', ' 17', ' 20', ' 19']","[4, 5, 6, 7, 12, 14, 16, 17, 19, 19, 20]",bool,14.0,True,90.9090909090909,11,Others,True,0,12,if (a[i] == key) { keyCount := keyCount + 1; },keyCount := keyCount + 1;,True
Correctness_tmp_tmpwqvg5q_4_Sorting_Tangent_1,"['27', ' 28', ' 30', ' 50', ' 51', ' 53']","[27, 28, 30, 45, 50, 51, 52, 53]",bool,53.0,True,75.0,8,Others,True,0,53,n := n + 1; //buggy line,n := n + 1;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_07_11,"['50', ' 51', ' 54']","[35, 36, 37, 39, 43, 45, 46, 49, 50, 51, 54]",int_int,50.0,True,27.27272727272727,11,Others,True,2,50,a := a + 2;,a := a + 2;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ReverseString_12,"['18', ' 19', ' 20', ' 21', ' 22', ' 28', ' 29', ' 30']","[16, 17, 18, 19, 20, 21, 22, 28, 29, 30]",array(char),29.0,True,80.0,10,Others,True,0,29,i := i + 1;,i:=i+1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_SumOfCubes_8,"['36', ' 40']","[35, 36, 40, 42, 43, 44]",void,40.0,True,33.33333333333333,6,Others,True,0,40,k := k + 1; //buggy line,k := k + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_96,['412'],[412],void,412.0,True,100.0,1,100%,False,,,,"var left, right := c - (r + 1), c + (r + 1);",False
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_18,"['62', ' 64', ' 67', ' 69', ' 70', ' 71', ' 74', ' 76', ' 77', ' 78', ' 79', ' 60', ' 84']","[60, 62, 64, 67, 69, 70, 71, 74, 74, 76, 77, 78, 79, 83, 84]",multiset(int)_int_multiset(int),69.0,True,86.66666666666667,15,Others,False,,,,pre := pre + multiset{kth} + pre';,False
AssertivePrograming_tmp_tmpwf43uz0e_Find_Substring_16,"['23', ' 27', ' 32', ' 38', ' 46', ' 48', ' 49', ' 51', ' 56', ' 58', ' 66', ' 81', ' 97', ' 24', ' 28']","[23, 24, 27, 27, 28, 31, 32, 38, 46, 48, 49, 51, 56, 58, 62, 66, 81, 92, 97]",bool_nat,97.0,True,78.94736842105263,19,Others,False,,,,i := i+|str2|-j;,False
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings1_9,"['36', ' 37', ' 40', ' 41', ' 46', ' 47', ' 49', ' 51', ' 53']","[36, 37, 40, 41, 46, 47, 49, 51, 53]",bool,51.0,True,100.0,9,100%,True,0,51,i := i - 1; //buggy line,i := i-1;,True
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_rand_4,"['9', ' 14', ' 15']","[6, 7, 9, 14, 15]",int,14.0,True,60.0,5,Others,True,1,14,x := x - 1; //buggy line,x := x - 1;,True
dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_31,"['100', ' 101', ' 105']","[100, 101, 105]",void,105.0,True,100.0,3,100%,True,0,105,i := i + 1; //buggy line,i := i + 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_41,"['399', ' 401', ' 402', ' 403', ' 404', ' 405', ' 410', ' 411', ' 413', ' 414', ' 418', ' 419', ' 421']","[399, 401, 402, 403, 404, 405, 410, 411, 413, 414, 418, 419, 421]",void,411.0,True,100.0,13,100%,True,0,411,i := i + 1;,i := i + 1;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_27,"['97', ' 98', ' 103', ' 104']","[97, 98, 103, 104]",void,103.0,True,100.0,4,100%,False,,,,a[n] := a[n] + 1;,False
Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_multiplicador_5,"['14', ' 18', ' 19']","[10, 11, 13, 14, 18, 19, 21]",nat,19.0,True,42.85714285714285,7,Others,True,0,19,m := m - 1;,m := m -1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_12,"['167', ' 168', ' 169', ' 170', ' 171', ' 173']","[167, 168, 169, 170, 171, 173]",void,171.0,True,100.0,6,100%,True,0,171,elems := elems + {v};,elems := elems + {v};,True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_16,"['11', ' 17', ' 18', ' 19', ' 20', ' 22']","[10, 11, 17, 18, 19, 20, 20, 22]",int,22.0,True,75.0,8,Others,True,2,22,p := c - 1; //buggy line,p:=c-1;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square_5,"['12', ' 17', ' 18', ' 19']","[5, 6, 8, 9, 10, 12, 17, 18, 19]",int,18.0,True,44.44444444444444,9,Others,True,0,18,x := x + 2;,x := x + 2;,True
dafny-exercise_tmp_tmpouftptir_appendArray_5,"['9', ' 13', ' 14', ' 17', ' 22', ' 23']","[6, 8, 9, 13, 14, 17, 22, 23]",array(int),23.0,True,75.0,8,Others,True,0,23,i := i + 1;,i := i + 1;,True
Dafny_tmp_tmpmvs2dmry_pancakesort_findmax_1,"['13', ' 25']","[9, 10, 11, 12, 13, 19, 21, 23, 25]",int,23.0,False,22.22222222222222,9,Others,False,,,,i := i + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_ComputePower_1,"['10', ' 13', ' 14']","[8, 9, 10, 13, 14]",nat,13.0,True,60.0,5,Others,True,0,13,i := i + 1;,i := i + 1;,True
veri-sparse_tmp_tmp15fywna6_dafny_spmv_15,"['25', ' 26', ' 27', ' 28', ' 33', ' 34', ' 40', ' 41', ' 43']","[25, 26, 27, 28, 33, 34, 40, 41, 43]",array(int),43.0,True,100.0,9,100%,True,0,43,n := n + 1;,n := n + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_25,"['85', ' 86', ' 87', ' 88', ' 90', ' 91', ' 97']","[85, 86, 87, 88, 90, 91, 93, 97]",void,97.0,True,87.5,8,Others,True,0,97,i := i + 1; //buggy line,i := i + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_7,"['13', ' 14', ' 15', ' 19', ' 20', ' 24', ' 25', ' 27']","[13, 14, 15, 19, 20, 24, 25, 27]",int,25.0,True,100.0,8,100%,True,0,25,s := s + 1;,s := s + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_61,"['286', ' 287', ' 290', ' 301', ' 304', ' 295', ' 309', ' 310', ' 311']","[286, 287, 290, 295, 299, 300, 301, 304, 309, 310, 311, 315]",void,304.0,True,75.0,12,Others,False,,,,var r2' := r2 + 1;,False
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_75,"['376', ' 377', ' 380', ' 383', ' 384', ' 390', ' 391', ' 392', ' 399']","[376, 377, 380, 381, 382, 383, 384, 390, 391, 392, 399]",void,383.0,True,81.81818181818183,11,Others,False,,,,"var i', j' := lo + hi - (r + 1), lo + hi + (r + 1);",False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CheckSumCalculator_9,"['30', ' 31', ' 36', ' 37', ' 38']","[30, 31, 36, 37, 38]",void,38.0,True,100.0,5,100%,True,0,38,i := i + 1;,i := i +1;,True
Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Mult_0,"['7', ' 10', ' 11']","[5, 6, 7, 10, 11]",int,10.0,True,60.0,5,Others,True,1,10,x := x + b;,x := x + b;,True
Clover_replace_3,"['6', ' 7', ' 14', ' 15', ' 17']","[6, 7, 14, 15, 17]",void,17.0,True,100.0,5,100%,True,0,17,i := i + 1;,i := i + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_5,"['14', ' 15', ' 16', ' 17']","[14, 15, 16, 17, 18, 24, 25, 26, 27, 27, 28]",int_int,24.0,False,36.36363636363637,11,Others,False,,,,"t, n := t + a[n], n + 1;",False
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_23,"['85', ' 86', ' 87', ' 88', ' 90', ' 91', ' 97']","[85, 86, 87, 88, 90, 91, 93, 97]",void,90.0,True,87.5,8,Others,True,0,90,j := j + 1; //buggy line,j := j + 1;,True
Software-Verification_tmp_tmpv4ueky2d_Best Time to Buy and Sell Stock_best_time_to_buy_and_sell_stock_4,"['6', ' 7', ' 9', ' 10', ' 15', ' 16', ' 18', ' 20', ' 21', ' 24']","[6, 7, 9, 10, 15, 16, 18, 20, 21, 24]",int,24.0,True,100.0,10,100%,True,2,24,i := i + 1; //buggy line,i := i + 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExercisePeekSum_3,"['23', ' 24', ' 25', ' 33', ' 34', ' 35', ' 37']","[23, 24, 25, 26, 33, 34, 35, 37]",int,34.0,True,87.5,8,Others,True,0,34,sum := sum + v[i]; //buggy line,sum:=sum + v[i];,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_43,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,174.0,True,75.75757575757575,33,Others,True,0,172,radii[center] := max_mirrored_radius;,center := center + 1;,False
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex06-solution_3,"['14', ' 15', ' 16', ' 20']","[14, 15, 16, 20, 20, 20, 20, 22]",int,20.0,True,50.0,8,Others,False,,,,{ if x > y { x := x-y; } else { y := y-x; },False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_simpleMultiplication_4,"['8', ' 13', ' 14', ' 16']","[6, 7, 8, 13, 14, 16]",int,14.0,True,66.66666666666666,6,Others,True,0,14,a := a + 1;,a := a + 1;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_example_DafnyIntro_01_Simple_Loops_1,"['30', ' 34', ' 35']","[28, 29, 30, 34, 35]",int,34.0,True,60.0,5,Others,True,1,34,i := i + 1; //buggy line,i := i+1;,True
Software-Verification_tmp_tmpv4ueky2d_Remove Element_remove_element_17,[''],"[8, 9, 11, 16, 18, 20, 22, 23, 24, 25, 28, 29]",int,29.0,False,0.0,12,Others,False,,,,i := i + 1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session3Exercises_ExerciseMaximum_21,"['64', ' 65', ' 73', ' 74']","[64, 65, 66, 73, 73, 74]",int,64.0,True,66.66666666666666,6,Others,False,,,,var j:=v.Length-2;,False
Software-Verification_tmp_tmpv4ueky2d_Best Time to Buy and Sell Stock_best_time_to_buy_and_sell_stock_3,"['6', ' 7', ' 9', ' 10', ' 15', ' 16', ' 18', ' 20', ' 21', ' 24']","[6, 7, 9, 10, 15, 16, 18, 20, 21, 24]",int,21.0,True,100.0,10,100%,True,0,21,max_profit := price - min_price;,max_profit := price - min_price;,True
dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_29,"['100', ' 101', ' 105']","[100, 101, 105]",void,105.0,True,100.0,3,100%,True,0,105,i := i + 1;,i := i + 1;,True
dafny-synthesis_task_id_594_3,"['18', ' 19', ' 21', ' 30', ' 32', ' 34', ' 36', ' 38', ' 43']","[18, 19, 21, 30, 32, 34, 36, 38, 40, 43]",int,43.0,True,90.0,10,Others,True,0,43,diff := a[firstEven] - a[firstOdd];,diff := a[firstEven] - a[firstOdd];,True
dafny-synthesis_task_id_599_0,"['7', ' 11']","[6, 7, 11, 13]",int_real,11.0,True,50.0,4,Others,True,0,11,sum := sum + i;,sum := sum + i;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_lightening_verifier_4,['309'],[309],void,309.0,True,100.0,1,100%,False,,,,impl_countdown := impl_countdown - 1;,False
Dafny-Grind75_tmp_tmpsxfz3i4r_problems_twoSum_0,"['24', ' 28']","[22, 23, 24, 28, 29, 35, 36, 37, 39, 41]","(nat, nat)",28.0,True,20.0,10,Others,True,2,28,var k: nat := i + 1; //buggy line,var k: nat := i + 1;,True
QS_BoilerPlate1_tmp_tmpa29vtz9__Ex2_0,"['12', ' 13', ' 14', ' 16', ' 22', ' 23']","[12, 13, 14, 16, 22, 23, 25]",array(int),12.0,True,85.71428571428571,7,Others,True,0,12,var size := r - l;,var size := r - l;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_23,"['62', ' 64', ' 67', ' 69', ' 70', ' 71', ' 74', ' 76', ' 77', ' 78', ' 79', ' 60', ' 84']","[60, 62, 64, 67, 69, 70, 71, 74, 74, 76, 77, 78, 79, 83, 84]",multiset(int)_int_multiset(int),70.0,True,86.66666666666667,15,Others,False,,,,post := post - pre' - multiset{p};,False
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_8,"['58', ' 63', ' 64', ' 66']","[56, 57, 58, 63, 64, 66]",int,66.0,True,66.66666666666666,6,Others,True,0,66,n := n + 1;  //buggy line,n := n + 1;,True
formal-verification_tmp_tmpoepcssay_strings3_8,['131'],"[119, 120, 121, 125, 126, 127, 129, 131]",nat,129.0,False,12.5,8,Others,False,,,,len := len - 1;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_51,"['399', ' 401', ' 402', ' 403', ' 404', ' 405', ' 410', ' 411', ' 413', ' 414', ' 418', ' 419', ' 421']","[399, 401, 402, 403, 404, 405, 410, 411, 413, 414, 418, 419, 421]",void,419.0,True,100.0,13,100%,True,0,419,elems := elems + {v};,elems := elems + {v};,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_lc-remove-element_1,"['6', ' 7']","[6, 7, 8, 13, 14, 15, 16, 17, 18, 19, 21, 22]",int,7.0,True,16.666666666666664,12,Others,True,0,7,var end := nums.Length - 1;,var end := nums.Length - 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_sumto_sol_12,"['48', ' 49', ' 50', ' 55', ' 56']","[48, 49, 50, 54, 55, 56]",nat,56.0,True,83.33333333333334,6,Others,True,0,56,i := i + 1;,i := i + 1;,True
dafny-duck_tmp_tmplawbgxjo_p6_5,"['23', ' 24', ' 26', ' 32']","[15, 16, 17, 23, 24, 26, 29, 30, 31, 32, 38, 40, 41, 43]",array(char),26.0,True,28.57142857142857,14,Others,True,0,26,i := i + 1; //buggy line,i := i + 1;,True
MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_8,"['10', ' 11', ' 14', ' 18', ' 20', ' 21']","[10, 11, 14, 18, 20, 21]",nat,21.0,True,100.0,6,100%,False,,,,res := (4 * i - 2) * res / (i + 1);,False
Clover_double_array_elements_5,"['5', ' 6', ' 12', ' 13']","[5, 6, 12, 13]",void,13.0,True,100.0,4,100%,True,0,13,i := i + 1;,i := i + 1;,True
FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex2_4,"['11', ' 12', ' 13']","[11, 12, 13, 14, 17, 18, 21]",nat,18.0,False,42.85714285714285,7,Others,False,,,,e := e - 1;,False
MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p5_1,"['15', ' 16', ' 18', ' 21', ' 28', ' 29', ' 30', ' 32', ' 36', ' 37']","[15, 16, 18, 21, 28, 29, 30, 32, 36, 37]",int,15.0,True,100.0,10,100%,True,0,15,pivotPos := a.Length - 1; // chooses pivot at end of array,pivotPos := a.Length - 1; // chooses pivot at end of array,True
